Block_idx,position_start,position_end,most_likely_state
1216,6715,18931,6.0
1217,0,7558,6.0
1218,0,7603,6.0
1219,0,11599,6.0
1220,0,2815,3.0
1221,0,244,23.0
1221,245,3602,6.0
1222,0,2421,0.0
1223,0,11154,6.0
1224,0,2706,6.0
1225,0,18038,3.0
1226,0,11589,6.0
1227,0,4226,6.0
1228,0,2372,16.0
1229,0,2490,15.0
1230,0,3282,6.0
1231,0,2907,6.0
1232,0,3914,3.0
1233,0,2718,6.0
1234,0,18132,6.0
1235,0,4575,0.0
1236,0,6883,3.0
1237,0,2881,6.0
1238,0,2319,3.0
1239,0,11816,0.0
1240,0,3122,6.0
1241,0,4285,3.0
1242,0,9030,0.0
1243,0,6406,3.0
1244,0,5038,3.0
1245,0,11994,0.0
1246,0,5469,6.0
1247,0,5284,16.0
1248,0,10478,6.0
1248,10479,32556,0.0
1249,0,3271,6.0
1250,0,32528,0.0
1251,0,11067,5.0
1252,0,2944,7.0
1253,0,2518,4.0
1254,0,10951,0.0
1255,0,2776,0.0
1256,0,7454,3.0
1257,0,21814,3.0
1257,21815,23149,5.0
1258,0,25594,3.0
1258,25595,26843,17.0
1259,0,8123,0.0
1260,0,4040,0.0
1260,4041,31082,6.0
1261,0,4136,3.0
1262,0,9436,5.0
1263,0,13321,0.0
1264,0,11979,3.0
1265,0,2065,0.0
1265,2066,5524,15.0
1266,0,4923,6.0
1267,0,2296,0.0
1268,0,3077,3.0
1268,3078,3208,17.0
1268,3209,6777,3.0
1269,0,306,17.0
1269,307,1164,23.0
1269,1165,10893,0.0
1269,10894,14811,6.0
1270,0,9542,6.0
1271,0,8502,0.0
1272,0,26786,3.0
1273,0,2940,0.0
1274,0,2766,0.0
1275,0,11067,3.0
1276,0,9225,3.0
1277,0,6067,0.0
1278,0,139,17.0
1278,140,11040,6.0
1278,11041,11107,17.0
1278,11108,21540,0.0
1279,0,11700,3.0
1280,0,4155,4.0
1281,0,16421,0.0
1282,0,13935,3.0
1283,0,13292,3.0
1284,0,11030,3.0
1285,0,4722,4.0
1286,0,3149,5.0
1286,3150,19723,3.0
1287,0,2126,3.0
1288,0,2315,4.0
1289,0,3852,6.0
1290,0,3029,6.0
1291,0,4505,6.0
1292,0,2442,3.0
1293,0,4558,6.0
1294,0,2508,6.0
1295,0,14602,0.0
1296,0,2643,0.0
1297,0,11723,6.0
1298,0,32807,3.0
1299,0,19685,0.0
1300,0,16226,3.0
1301,0,32496,3.0
1302,0,10387,0.0
1303,0,10721,0.0
1304,0,3999,3.0
1305,0,3992,3.0
1306,0,2470,0.0
1307,0,3762,6.0
1308,0,11128,3.0
1309,0,3488,6.0
1310,0,10606,3.0
1311,0,6515,3.0
1312,0,25658,6.0
1313,0,11250,3.0
1314,0,4474,6.0
1315,0,11289,0.0
1316,0,54778,3.0
1317,0,28398,3.0
1318,0,2428,3.0
1319,0,29020,3.0
1320,0,2268,3.0
1321,0,7469,6.0
1322,0,29729,3.0
1323,0,35944,3.0
1324,0,20220,3.0
1325,0,28039,3.0
1326,0,38279,3.0
1327,0,26521,3.0
1328,0,31211,0.0
1329,0,6454,15.0
1330,0,4115,23.0
1330,4116,6945,8.0
1330,6946,7338,17.0
1330,7339,18088,3.0
1331,0,2397,7.0
1332,0,10525,0.0
1333,0,11378,0.0
1334,0,3919,6.0
1335,0,4163,6.0
1336,0,10609,3.0
1337,0,2908,3.0
1338,0,11867,3.0
1339,0,4704,0.0
1340,0,5608,6.0
1340,5609,7060,8.0
1341,0,811,3.0
1341,812,1134,23.0
1341,1135,5177,6.0
1342,0,5846,3.0
1343,0,9323,0.0
1344,0,5242,0.0
1345,0,20071,0.0
1346,0,6335,0.0
1347,0,8762,3.0
1348,0,3644,0.0
1349,0,6882,3.0
1350,0,2306,3.0
1351,0,11493,4.0
1352,0,12204,3.0
1353,0,51476,3.0
1354,0,5475,6.0
1355,0,11486,3.0
1356,0,691,4.0
1356,692,5040,22.0
1356,5041,37831,6.0
1356,37832,38540,17.0
1356,38541,68640,6.0
1356,68641,71487,8.0
1357,0,32703,6.0
1357,32704,62544,3.0
1358,0,15594,0.0
1359,0,2083,3.0
1360,0,20443,0.0
1361,0,31362,3.0
1362,0,17767,0.0
1363,0,12576,6.0
1364,0,2150,21.0
1364,2151,5392,17.0
1364,5393,8308,21.0
1365,0,3596,6.0
1366,0,2812,0.0
1366,2813,4986,22.0
1367,0,4654,22.0
1368,0,1259,8.0
1368,1260,2386,23.0
1368,2387,8226,6.0
1369,0,2033,6.0
1370,0,2147,11.0
1370,2148,2758,19.0
1370,2759,7164,8.0
1370,7165,17491,6.0
1370,17492,18002,23.0
1370,18003,18204,17.0
1370,18205,22366,8.0
1371,0,2966,20.0
1371,2967,3887,13.0
1371,3888,8249,22.0
1371,8250,15213,6.0
1372,0,3270,8.0
1372,3271,7038,6.0
1372,7039,9234,23.0
1372,9235,10216,8.0
1372,10217,10832,20.0
1372,10833,12109,14.0
1372,12110,12777,17.0
1372,12778,18939,6.0
1372,18940,22893,8.0
1373,0,1964,8.0
1373,1965,2676,23.0
1373,2677,3942,8.0
1374,0,5051,8.0
1375,0,2697,0.0
1376,0,2715,1.0
1377,0,5152,7.0
1378,0,14018,6.0
1378,14019,14767,17.0
1379,0,5189,15.0
1379,5190,12227,6.0
1379,12228,13847,23.0
1379,13848,20273,3.0
1379,20274,21566,5.0
1379,21567,26133,23.0
1380,0,8735,23.0
1380,8736,14770,6.0
1381,0,11628,6.0
1381,11629,12261,23.0
1381,12262,13259,6.0
1381,13260,13404,23.0
1381,13405,13583,17.0
1381,13584,15288,3.0
1382,0,7915,0.0
1383,0,13920,3.0
1383,13921,14227,17.0
1383,14228,21781,6.0
1384,0,8951,6.0
1384,8952,8976,23.0
1384,8977,14931,0.0
1385,0,10869,6.0
1386,0,18565,0.0
1386,18566,20007,21.0
1387,0,12664,3.0
1388,0,16117,6.0
1388,16118,16810,23.0
1388,16811,19533,15.0
1389,0,12042,6.0
1390,0,8144,6.0
1391,0,3715,6.0
1392,0,8939,6.0
1393,0,6175,6.0
1394,0,3801,6.0
1395,0,2640,6.0
1396,0,8324,6.0
1396,8325,14971,8.0
1397,0,2193,8.0
1398,0,4128,1.0
1399,0,4117,3.0
1400,0,6512,6.0
1401,0,3163,3.0
1402,0,12479,3.0
1403,0,6210,0.0
1404,0,10011,3.0
1405,0,17227,0.0
1406,0,19148,3.0
1407,0,9689,0.0
1408,0,5463,3.0
1409,0,13743,3.0
1410,0,5608,0.0
1410,5609,12332,6.0
1410,12333,13510,23.0
1410,13511,19775,3.0
1411,0,10168,3.0
1412,0,9531,3.0
1413,0,28244,3.0
1413,28245,30642,5.0
1413,30643,37926,3.0
1414,0,19147,6.0
1414,19148,19289,8.0
1415,0,10614,6.0
1415,10615,12518,8.0
1416,0,9585,3.0
1417,0,1932,8.0
1417,1933,12518,6.0
1418,0,17634,6.0
1419,0,3588,0.0
1420,0,2564,3.0
1420,2565,3621,17.0
1420,3622,8258,6.0
1421,0,39182,6.0
1421,39183,39328,8.0
1421,39329,52587,6.0
1422,0,18741,6.0
1422,18742,20678,16.0
1422,20679,23606,6.0
1423,0,3536,6.0
1423,3537,3588,17.0
1423,3589,3694,14.0
1424,0,61645,6.0
1425,0,2766,8.0
1425,2767,31032,6.0
1425,31033,38242,21.0
1425,38243,41535,6.0
1425,41536,45069,16.0
1425,45070,68790,6.0
1426,0,25375,6.0
1426,25376,26260,17.0
1426,26261,33994,3.0
1426,33995,35250,5.0
1427,0,9002,7.0
1427,9003,22988,6.0
1428,0,8938,15.0
1428,8939,14163,0.0
1428,14164,56052,6.0
1429,0,9198,6.0
1430,0,26000,6.0
1431,0,8347,6.0
1431,8348,9058,23.0
1431,9059,12404,6.0
1432,0,32556,6.0
1432,32557,33450,23.0
1432,33451,40501,3.0
1433,0,7576,6.0
1434,0,15824,6.0
1435,0,14727,3.0
1435,14728,16927,5.0
1435,16928,17198,23.0
1435,17199,25109,6.0
1435,25110,28516,23.0
1435,28517,30229,6.0
1436,0,11127,6.0
1436,11128,11961,17.0
1436,11962,16042,6.0
1436,16043,16952,17.0
1436,16953,18279,23.0
1437,0,7833,6.0
1437,7834,11193,22.0
1438,0,16361,6.0
1439,0,1025,0.0
1439,1026,3199,21.0
1440,0,10144,6.0
1441,0,17811,6.0
1442,0,31626,0.0
1443,0,12464,0.0
1443,12465,20110,6.0
1443,20111,24908,7.0
1444,0,12919,3.0
1445,0,11831,3.0
1446,0,34004,3.0
1447,0,4546,0.0
1448,0,4911,0.0
1448,4912,5040,23.0
1448,5041,11904,3.0
1449,0,1629,0.0
1449,1630,2119,23.0
1449,2120,11315,0.0
1450,0,7055,0.0
1451,0,3730,0.0
1452,0,12194,6.0
1453,0,3029,0.0
1454,0,4689,3.0
1454,4690,7590,17.0
1454,7591,12626,6.0
1455,0,14549,8.0
1455,14550,20304,6.0
1455,20305,21407,8.0
1456,0,1428,8.0
1456,1429,58311,6.0
1456,58312,68705,0.0
1457,0,10985,3.0
1458,0,15941,6.0
1459,0,1422,6.0
1459,1423,5008,22.0
1459,5009,38608,3.0
1459,38609,38699,23.0
1459,38700,43117,6.0
1459,43118,47468,23.0
1459,47469,70302,3.0
1459,70303,71436,23.0
1459,71437,75478,8.0
1459,75479,76422,17.0
1459,76423,91412,3.0
1460,0,24857,6.0
1461,0,50315,0.0
1461,50316,82905,6.0
1462,0,3137,6.0
1462,3138,3437,17.0
1463,0,122,17.0
1463,123,5972,6.0
1463,5973,6174,23.0
1463,6175,23934,6.0
1463,23935,24589,23.0
1463,24590,127691,3.0
1464,0,8768,6.0
1464,8769,8860,17.0
1464,8861,57070,3.0
1465,0,35546,3.0
1466,0,48294,3.0
1466,48295,48300,23.0
1467,0,27188,3.0
1468,0,4547,6.0
1469,0,2217,3.0
1470,0,11068,3.0
1471,0,9787,0.0
1472,0,2023,6.0
1473,0,27005,3.0
1473,27006,28254,23.0
1474,0,12770,6.0
1475,0,14837,3.0
1476,0,38253,6.0
1477,0,19248,3.0
1478,0,23672,3.0
1478,23673,48193,6.0
1479,0,7997,3.0
1480,0,2607,3.0
1481,0,17340,6.0
1482,0,6825,6.0
1483,0,104384,6.0
1484,0,6619,3.0
1485,0,3461,3.0
1486,0,11555,6.0
1487,0,25113,6.0
1488,0,8687,6.0
1489,0,4803,6.0
1490,0,11158,6.0
1491,0,9672,3.0
1492,0,83,20.0
1492,84,905,8.0
1492,906,5933,6.0
1493,0,23626,6.0
1494,0,23069,3.0
1495,0,77937,6.0
1495,77938,79128,8.0
1495,79129,92565,6.0
1496,0,2019,7.0
1496,2020,2810,16.0
1496,2811,11784,6.0
1497,0,3393,3.0
1498,0,12601,6.0
1499,0,26072,6.0
1500,0,20973,3.0
1501,0,7561,6.0
1502,0,34239,3.0
1503,0,17421,3.0
1504,0,11936,6.0
1505,0,3111,6.0
1505,3112,3290,17.0
1505,3291,5016,8.0
1505,5017,7217,6.0
1505,7218,7643,23.0
1505,7644,8443,8.0
1505,8444,14892,6.0
1506,0,8649,0.0
1506,8650,28767,6.0
1507,0,4352,3.0
1508,0,15139,3.0
1509,0,3859,0.0
1510,0,2191,6.0
1511,0,8911,0.0
1512,0,58981,3.0
1513,0,38154,3.0
1514,0,30117,3.0
1515,0,3651,3.0
1516,0,29424,6.0
1517,0,29249,3.0
1518,0,13911,3.0
1519,0,59623,6.0
1520,0,4114,3.0
1521,0,15124,6.0
1522,0,9009,6.0
1523,0,544,8.0
1523,545,26956,6.0
1523,26957,34593,21.0
1523,34594,40209,6.0
1524,0,7374,6.0
1525,0,17706,6.0
1526,0,35648,3.0
1527,0,2343,7.0
1528,0,2142,0.0
1529,0,51223,3.0
1530,0,17777,3.0
1530,17778,52981,6.0
1531,0,38531,6.0
1532,0,22125,3.0
1533,0,2129,6.0
1534,0,12954,6.0
1535,0,9473,6.0
1536,0,6732,6.0
1537,0,15518,3.0
1537,15519,16651,5.0
1538,0,11197,3.0
1539,0,31017,3.0
1540,0,1155,21.0
1540,1156,19819,3.0
1541,0,7381,3.0
1542,0,25900,3.0
1543,0,19987,3.0
1543,19988,20555,5.0
1543,20556,23329,3.0
1544,0,7154,3.0
1545,0,36229,3.0
1546,0,24479,3.0
1546,24480,24836,23.0
1546,24837,45875,6.0
1547,0,6517,3.0
1548,0,12693,6.0
1549,0,20148,3.0
1550,0,24775,0.0
1551,0,19275,0.0
1552,0,168,14.0
1552,169,177,23.0
1552,178,24378,3.0
1553,0,10650,3.0
1554,0,8910,3.0
1555,0,665,16.0
1555,666,21377,3.0
1555,21378,21500,23.0
1555,21501,48157,0.0
1555,48158,68504,6.0
1555,68505,70389,8.0
1556,0,27684,6.0
1556,27685,28969,23.0
1556,28970,40030,6.0
1556,40031,48637,16.0
1556,48638,64468,6.0
1557,0,2582,8.0
1557,2583,2672,23.0
1557,2673,3861,0.0
1558,0,4207,6.0
1558,4208,4624,23.0
1559,0,70304,3.0
1560,0,28788,3.0
1561,0,12633,3.0
1562,0,61857,3.0
1563,0,60785,6.0
1564,0,14383,3.0
1565,0,10905,6.0
1565,10906,11522,8.0
1565,11523,12184,23.0
1565,12185,19749,6.0
1566,0,6141,3.0
1567,0,3011,0.0
1568,0,3611,3.0
1569,0,28623,3.0
1570,0,16264,6.0
1570,16265,19840,17.0
1570,19841,34910,6.0
1570,34911,37055,23.0
1570,37056,41365,8.0
1570,41366,52478,6.0
1571,0,7452,6.0
1571,7453,8095,8.0
1572,0,9450,6.0
1573,0,2266,6.0
1574,0,5642,3.0
1574,5643,5673,17.0
1574,5674,65548,3.0
1574,65549,65579,17.0
1574,65580,72776,3.0
1575,0,8892,3.0
1576,0,497,8.0
1576,498,620,17.0
1576,621,19115,3.0
1577,0,5833,0.0
1578,0,72015,3.0
1579,0,6951,6.0
1579,6952,7066,17.0
1579,7067,14439,6.0
1580,0,14567,6.0
1580,14568,35147,3.0
1581,0,4622,6.0
1581,4623,6287,17.0
1581,6288,7792,14.0
1581,7793,11253,19.0
1581,11254,11785,8.0
1581,11786,25286,6.0
1582,0,457,17.0
1582,458,16712,0.0
1583,0,8689,3.0
1583,8690,9248,23.0
1583,9249,14773,6.0
1584,0,14110,6.0
1585,0,4085,6.0
1586,0,3826,6.0
1587,0,37639,6.0
1588,0,5534,6.0
1588,5535,5903,17.0
1589,0,12599,6.0
1589,12600,12650,23.0
1589,12651,14552,20.0
1589,14553,14693,17.0
1589,14694,19885,0.0
1590,0,2517,8.0
1591,0,7977,4.0
1592,0,9463,6.0
1592,9464,12336,8.0
1593,0,17361,6.0
1593,17362,22576,22.0
1593,22577,45128,3.0
1594,0,3853,7.0
1595,0,15902,0.0
1596,0,2299,0.0
1597,0,18258,6.0
1597,18259,20005,23.0
1598,0,13609,6.0
1599,0,6182,0.0
1600,0,14028,3.0
1601,0,2211,6.0
1602,0,17375,3.0
1603,0,31325,3.0
1604,0,18830,3.0
1604,18831,20102,5.0
1604,20103,35844,3.0
1605,0,7556,3.0
1606,0,11093,0.0
1607,0,22243,3.0
1608,0,11573,3.0
1609,0,10890,0.0
1610,0,20372,3.0
1611,0,9098,3.0
1612,0,6453,3.0
1613,0,2563,6.0
1614,0,3376,6.0
1615,0,20154,6.0
1616,0,2568,3.0
1617,0,29552,6.0
1618,0,25243,6.0
1619,0,31140,3.0
1620,0,4664,3.0
1621,0,17233,0.0
1622,0,15559,6.0
1623,0,1410,5.0
1623,1411,18108,3.0
1624,0,10830,0.0
1624,10831,10920,2.0
1625,0,7986,6.0
1626,0,9333,6.0
1627,0,5345,0.0
1627,5346,18590,6.0
1628,0,8053,6.0
1629,0,3747,6.0
1630,0,3130,6.0
1630,3131,4024,17.0
1631,0,2914,6.0
1632,0,10684,6.0
1633,0,13983,6.0
1633,13984,14938,17.0
1634,0,2802,7.0
1635,0,16387,6.0
1636,0,7179,6.0
1637,0,8434,3.0
1638,0,5126,6.0
1639,0,5093,7.0
1640,0,2630,4.0
1641,0,6404,4.0
1642,0,1606,11.0
1642,1607,2816,5.0
1642,2817,21806,3.0
1643,0,632,8.0
1643,633,5874,6.0
1644,0,10462,0.0
1645,0,4839,6.0
1646,0,9950,6.0
1647,0,490,0.0
1647,491,690,23.0
1647,691,908,8.0
1647,909,7385,6.0
1648,0,5975,0.0
1649,0,5220,3.0
1650,0,21177,3.0
1651,0,3720,6.0
1652,0,10655,7.0
1653,0,6300,6.0
1653,6301,8423,16.0
1654,0,5832,19.0
1655,0,6420,6.0
1655,6421,10317,8.0
1656,0,11798,3.0
1657,0,3361,0.0
1658,0,30286,6.0
1658,30287,30379,23.0
1658,30380,61873,3.0
1659,0,6490,6.0
1660,0,30280,0.0
1661,0,8017,8.0
1662,0,7550,6.0
1663,0,6042,3.0
1664,0,8711,3.0
1665,0,23576,3.0
1666,0,3818,6.0
1667,0,26626,6.0
1667,26627,28021,8.0
1667,28022,29133,23.0
1667,29134,29721,5.0
1667,29722,31135,23.0
1667,31136,33479,6.0
1668,0,3761,15.0
1668,3762,3874,23.0
1668,3875,5100,8.0
1668,5101,27713,6.0
1669,0,9163,3.0
1670,0,11087,6.0
1670,11088,13002,21.0
1671,0,8693,6.0
1671,8694,9567,23.0
1671,9568,13165,6.0
1671,13166,13810,8.0
1671,13811,14572,25.0
1671,14573,14937,17.0
1671,14938,17624,6.0
1671,17625,20939,16.0
1671,20940,22408,13.0
1672,0,13543,6.0
1673,0,6045,6.0
1673,6046,28993,0.0
1673,28994,47212,6.0
1674,0,2134,6.0
1674,2135,3938,17.0
1674,3939,6573,6.0
1675,0,14796,16.0
1676,0,14446,15.0
1676,14447,24026,6.0
1677,0,53530,6.0
1677,53531,58879,8.0
1677,58880,62745,6.0
1677,62746,65264,8.0
1677,65265,76951,6.0
1678,0,2037,3.0
1679,0,25973,6.0
1680,0,8309,6.0
1680,8310,11285,8.0
1680,11286,15380,6.0
1680,15381,17773,8.0
1681,0,11436,3.0
1682,0,5905,0.0
1683,0,17384,3.0
1684,0,4115,6.0
1685,0,29806,6.0
1685,29807,37555,21.0
1685,37556,38077,11.0
1685,38078,42012,21.0
1685,42013,47569,3.0
1686,0,7883,3.0
1686,7884,9177,17.0
1686,9178,22826,6.0
1687,0,6331,21.0
1687,6332,7552,17.0
1687,7553,8287,23.0
1687,8288,12684,6.0
1688,0,2641,6.0
1689,0,4927,6.0
1690,0,2299,22.0
1690,2300,2867,19.0
1691,0,4089,3.0
1691,4090,4539,17.0
1691,4540,4684,23.0
1691,4685,25667,6.0
1692,0,18922,6.0
1693,0,24174,6.0
1694,0,9832,6.0
1695,0,1696,17.0
1695,1697,14374,6.0
1696,0,13756,6.0
1697,0,32387,3.0
1698,0,2772,0.0
1699,0,3018,6.0
1699,3019,3178,23.0
1700,0,9534,15.0
1701,0,2822,6.0
1702,0,6083,0.0
1703,0,15839,6.0
1704,0,16288,6.0
1705,0,2897,6.0
1706,0,15091,6.0
1707,0,1409,23.0
1707,1410,4035,13.0
1707,4036,5742,23.0
1707,5743,14027,6.0
1707,14028,14890,8.0
1708,0,9828,6.0
1709,0,8042,21.0
1710,0,6882,21.0
1711,0,13115,6.0
1711,13116,15547,15.0
1712,0,3799,6.0
1713,0,19117,6.0
1714,0,3134,16.0
1714,3135,9309,6.0
1715,0,2233,6.0
1716,0,22905,6.0
1717,0,12596,6.0
1717,12597,28834,0.0
1718,0,19471,6.0
1719,0,15582,6.0
1719,15583,17541,22.0
1719,17542,19365,0.0
1720,0,3129,6.0
1721,0,7737,6.0
1721,7738,8504,17.0
1721,8505,10120,25.0
1721,10121,11016,17.0
1721,11017,14936,6.0
1722,0,5632,6.0
1722,5633,12390,23.0
1722,12391,29346,3.0
1723,0,5951,0.0
1724,0,23333,6.0
1725,0,2418,6.0
1726,0,14983,0.0
1727,0,21913,0.0
1728,0,6739,3.0
1729,0,5190,3.0
1730,0,1897,17.0
1730,1898,17429,0.0
1730,17430,20839,6.0
1730,20840,24414,22.0
1730,24415,27921,6.0
1730,27922,28245,17.0
1731,0,16042,6.0
1732,0,3598,6.0
1732,3599,3631,17.0
1732,3632,16153,6.0
1732,16154,19292,22.0
1732,19293,22799,6.0
1733,0,8089,3.0
1734,0,25640,3.0
1735,0,2191,6.0
1736,0,2873,6.0
1737,0,3929,7.0
1738,0,42225,6.0
1739,0,9090,6.0
1739,9091,31203,3.0
1740,0,47912,6.0
1740,47913,56012,0.0
1741,0,29645,3.0
1742,0,12064,0.0
1743,0,5923,6.0
1744,0,4092,22.0
1745,0,7286,6.0
1745,7287,7973,8.0
1746,0,4775,6.0
1747,0,2923,5.0
1747,2924,10552,3.0
1748,0,1309,0.0
1748,1310,4656,15.0
1749,0,2197,6.0
1750,0,2820,3.0
1751,0,4115,3.0
1752,0,11512,3.0
1752,11513,11953,17.0
1752,11954,12648,25.0
1753,0,3700,0.0
1754,0,3220,0.0
1754,3221,8239,6.0
1755,0,144,8.0
1755,145,8950,6.0
1756,0,16656,6.0
1757,0,9199,6.0
1758,0,7032,8.0
1758,7033,17541,6.0
1758,17542,21016,8.0
1758,21017,35741,6.0
1758,35742,38867,22.0
1758,38868,52091,6.0
1758,52092,55416,21.0
1759,0,2274,6.0
1760,0,2513,15.0
1761,0,4560,16.0
1762,0,4945,3.0
1762,4946,6361,16.0
1762,6362,8467,6.0
1762,8468,12380,16.0
1762,12381,14914,7.0
1762,14915,17320,22.0
1762,17321,20471,6.0
1763,0,473,23.0
1763,474,4442,8.0
1763,4443,5949,23.0
1763,5950,13248,22.0
1763,13249,20129,6.0
1764,0,9380,6.0
1764,9381,11167,23.0
1764,11168,21392,6.0
1764,21393,30389,0.0
1764,30390,41195,15.0
1765,0,3862,6.0
1766,0,5938,6.0
1767,0,3038,6.0
1767,3039,12184,21.0
1768,0,2637,22.0
1768,2638,30938,6.0
1769,0,5305,6.0
1769,5306,11175,15.0
1769,11176,43338,6.0
1770,0,6261,3.0
1770,6262,9442,5.0
1770,9443,11263,3.0
1770,11264,16190,21.0
1770,16191,20849,6.0
1771,0,1539,23.0
1771,1540,9899,6.0
1771,9900,9980,17.0
1771,9981,11224,23.0
1771,11225,17692,6.0
1772,0,13108,6.0
1772,13109,15164,17.0
1772,15165,15693,23.0
1772,15694,26473,6.0
1772,26474,28299,16.0
1773,0,2356,15.0
1774,0,3698,6.0
1774,3699,4491,8.0
1774,4492,5246,20.0
1775,0,1478,8.0
1775,1479,2815,6.0
1776,0,4060,16.0
1776,4061,13278,6.0
1777,0,11239,6.0
1778,0,9587,6.0
1779,0,23985,6.0
1779,23986,24732,17.0
1779,24733,41357,3.0
1780,0,4341,6.0
1780,4342,8987,8.0
1780,8988,9736,19.0
1781,0,2438,15.0
1782,0,3605,6.0
1783,0,1375,7.0
1783,1376,1939,25.0
1783,1940,2795,5.0
1783,2796,20807,3.0
1783,20808,22995,5.0
1783,22996,34760,3.0
1783,34761,44242,6.0
1783,44243,48797,16.0
1783,48798,86733,6.0
1784,0,7247,6.0
1785,0,12457,6.0
1786,0,34068,6.0
1786,34069,49666,15.0
1786,49667,68210,3.0
1787,0,12489,3.0
1787,12490,13029,17.0
1787,13030,18131,6.0
1787,18132,18940,17.0
1787,18941,24421,15.0
1787,24422,28408,6.0
1787,28409,30698,17.0
1787,30699,55908,6.0
1787,55909,61297,15.0
1787,61298,75113,6.0
1787,75114,78419,22.0
1787,78420,97288,6.0
1787,97289,100075,21.0
1787,100076,104774,0.0
1787,104775,106342,2.0
1787,106343,107713,13.0
1787,107714,108136,23.0
1787,108137,108547,17.0
1787,108548,119697,3.0
1787,119698,122489,16.0
1788,0,7564,6.0
1788,7565,17623,17.0
1788,17624,31463,6.0
1789,0,6318,6.0
1790,0,6281,6.0
1790,6282,7435,17.0
1790,7436,16219,6.0
1791,0,1256,6.0
1791,1257,1325,23.0
1791,1326,3753,6.0
1792,0,9856,21.0
1793,0,2137,21.0
1794,0,2312,6.0
1795,0,11773,6.0
1795,11774,18541,15.0
1795,18542,25332,3.0
1796,0,1834,8.0
1796,1835,2349,17.0
1796,2350,6663,15.0
1796,6664,24500,3.0
1796,24501,28849,6.0
1796,28850,29216,23.0
1796,29217,35138,15.0
1796,35139,45273,3.0
1796,45274,47658,16.0
1796,47659,49343,13.0
1796,49344,50454,20.0
1796,50455,50937,13.0
1797,0,3061,6.0
1797,3062,5074,16.0
1797,5075,11947,22.0
1797,11948,65333,6.0
1798,0,5544,15.0
1798,5545,21674,6.0
1798,21675,30450,7.0
1798,30451,32066,25.0
1798,32067,32212,17.0
1798,32213,42371,6.0
1798,42372,62300,3.0
1798,62301,64430,17.0
1798,64431,66911,8.0
1798,66912,83320,6.0
1798,83321,84704,23.0
1799,0,4693,6.0
1799,4694,6184,23.0
1799,6185,10420,3.0
1799,10421,12779,5.0
1800,0,1006,5.0
1800,1007,10527,3.0
1801,0,9142,3.0
1802,0,3727,6.0
1802,3728,6868,8.0
1802,6869,12392,6.0
1802,12393,22735,22.0
1802,22736,25521,16.0
1802,25522,29882,0.0
1803,0,6457,6.0
1804,0,3049,15.0
1805,0,5662,6.0
1805,5663,8606,8.0
1806,0,2163,6.0
1807,0,3247,7.0
1808,0,9730,6.0
1808,9731,16936,8.0
1808,16937,26027,6.0
1808,26028,27516,17.0
1808,27517,30183,8.0
1809,0,4085,15.0
1809,4086,5481,11.0
1810,0,13554,6.0
1811,0,1584,23.0
1811,1585,29202,6.0
1811,29203,29940,8.0
1812,0,1469,23.0
1812,1470,27944,6.0
1812,27945,30344,23.0
1812,30345,56623,6.0
1812,56624,58310,8.0
1812,58311,74630,6.0
1813,0,3422,21.0
1813,3423,15836,6.0
1814,0,2045,0.0
1814,2046,5909,16.0
1815,0,18732,6.0
1816,0,9546,6.0
1817,0,10309,6.0
1817,10310,11728,8.0
1817,11729,21710,6.0
1817,21711,36666,0.0
1817,36667,38160,23.0
1817,38161,40885,8.0
1817,40886,42443,23.0
1817,42444,47087,6.0
1818,0,3716,6.0
1818,3717,6270,16.0
1818,6271,11431,4.0
1818,11432,29019,3.0
1819,0,627,5.0
1819,628,704,17.0
1819,705,3773,3.0
1819,3774,5597,5.0
1819,5598,21842,3.0
1819,21843,24359,5.0
1819,24360,40135,3.0
1820,0,6026,3.0
1820,6027,7966,22.0
1820,7967,36515,6.0
1820,36516,40342,17.0
1820,40343,45558,8.0
1820,45559,56403,6.0
1820,56404,62151,8.0
1821,0,3689,6.0
1822,0,3753,3.0
1822,3754,4486,5.0
1822,4487,4667,23.0
1822,4668,5821,17.0
1822,5822,28198,6.0
1822,28199,33073,22.0
1823,0,720,6.0
1823,721,1791,17.0
1823,1792,10537,6.0
1824,0,33843,6.0
1824,33844,33925,23.0
1824,33926,34216,8.0
1825,0,1198,6.0
1825,1199,2569,8.0
1825,2570,3222,23.0
1826,0,986,17.0
1826,987,9255,3.0
1827,0,6128,15.0
1827,6129,11304,6.0
1827,11305,19364,15.0
1827,19365,25088,21.0
1827,25089,40349,3.0
1827,40350,40743,17.0
1827,40744,61979,6.0
1827,61980,65596,16.0
1827,65597,80535,6.0
1827,80536,89520,0.0
1827,89521,89905,17.0
1827,89906,96447,6.0
1827,96448,98243,17.0
1827,98244,100834,0.0
1827,100835,101104,17.0
1827,101105,103016,25.0
1827,103017,106619,8.0
1828,0,3915,6.0
1828,3916,7085,8.0
1828,7086,35707,6.0
1828,35708,37123,23.0
1828,37124,50660,3.0
1829,0,405,23.0
1829,406,3049,6.0
1829,3050,10483,15.0
1829,10484,11250,23.0
1829,11251,14085,6.0
1829,14086,14276,23.0
1830,0,12153,3.0
1830,12154,12865,17.0
1830,12866,13360,23.0
1830,13361,31865,6.0
1831,0,10457,6.0
1831,10458,11306,23.0
1831,11307,19905,6.0
1831,19906,21130,23.0
1832,0,41509,6.0
1833,0,3034,6.0
1833,3035,4116,23.0
